id	CUSTOMER_RATING
2593	1
2594	2
2595	3
2596	6
2597	5
2598	5
2599	5
2600	4
2601	1
2602	7
2603	3
2604	2
2605	7
2606	7
2607	6
2608	1
2609	1
2610	2
2611	2
2612	7
2613	7
2614	4
2615	4
2616	5
2617	5
2618	4
2619	1
2620	2
2621	7
2622	7
2623	2
2624	4
2625	1
2626	2
2627	3
2628	2
2629	7
2630	5
2631	1
2632	3
2633	4
2634	5
2635	1
2636	3
2637	6
2638	7
2639	7
2640	3
2641	2
2642	2
2643	3
2644	1
2645	1
2646	2
2647	3
2648	6
2649	7
2650	5
2651	2
2652	1
2653	5
2654	2
2655	1
2656	7
2657	4
2658	6
2659	6
2660	3
2661	4
2662	4
2663	3
2664	5
2665	4
2666	4
2667	5
2668	1
2669	3
2670	7
2671	3
2672	4
2673	2
2674	1
2675	1
2676	5
2677	4
2678	6
2679	4
2680	2
2681	7
2682	7
2683	3
2684	5
2685	2
2686	2
2687	2
2688	3
2689	7
2690	7
2691	6
2692	4
2693	3
2694	6
2695	3
2696	4
2697	4
2698	4
2699	2
2700	3
2701	7
2702	2
2703	5
2704	1
2705	4
2706	6
2707	7
2708	5
2709	7
2710	5
2711	1
2712	2
2713	1
2714	7
2715	7
2716	7
2717	1
2718	5
2719	5
2720	6
2721	5
2722	3
2723	7
2724	2
2725	3
2726	5
2727	5
2728	2
2729	5
2730	2
2731	1
2732	5
2733	3
2734	2
2735	5
2736	1
2737	1
2738	6
2739	6
2740	3
2741	5
2742	1
2743	5
2744	2
2745	3
2746	2
2747	2
2748	3
2749	1
2750	5
2751	5
2752	4
2753	7
2754	5
2755	3
2756	6
2757	1
2758	6
2759	1
2760	2
2761	5
2762	7
2763	7
2764	7
2765	1
2766	4
2767	2
2768	6
2769	5
2770	7
2771	4
2772	5
2773	3
2774	1
2775	1
2776	6
2777	4
2778	4
2779	6
2780	1
2781	2
2782	4
2783	2
2784	6
2785	1
2786	2
2787	1
2788	2
2789	5
2790	5
2791	3
2792	1
2793	2
2794	1
2795	2
2796	1
2797	7
2798	3
2799	3
2800	1
2801	6
2802	5
2803	3
2804	7
2805	5
2806	7
2807	5
2808	7
2809	7
2810	4
2811	1
2812	5
2813	2
2814	3
2815	3
2816	2
2817	7
2818	3
2819	6
2820	4
2821	1
2822	3
2823	7
2824	1
2825	4
2826	1
2827	5
2828	5
2829	7
2830	4
2831	1
2832	4
2833	1
2834	4
2835	7
2836	6
2837	1
2838	7
2839	1
2840	1
2841	7
2842	5
2843	5
2844	4
2845	2
2846	2
2847	3
2848	1
2849	4
2850	3
2851	7
2852	7
2853	4
2854	3
2855	2
2856	3
2857	5
2858	6
2859	5
2860	3
2861	4
2862	1
2863	4
2864	4
2865	4
2866	6
2867	3
2868	7
2869	7
2870	1
2871	1
2872	1
2873	4
2874	4
2875	6
2876	6
2877	4
2878	2
2879	2
2880	3
2881	5
2882	1
2883	4
2884	7
2885	6
2886	3
2887	6
2888	7
2889	3
2890	2
2891	1
2892	6
2893	6
2894	4
2895	5
2896	2
2897	6
2898	4
2899	2
2900	3
2901	5
2902	1
2903	6
2904	7
2905	5
2906	1
2907	4
2908	2
2909	1
2910	2
2911	3
2912	4
2913	1
2914	6
2915	7
2916	1
2917	5
2918	3
2919	6
2920	3
2921	3
2922	2
2923	5
2924	7
2925	4
2926	1
2927	5
2928	1
2929	5
2930	4
2931	5
2932	3
2933	3
2934	7
2935	6
2936	4
2937	1
2938	5
2939	1
2940	2
2941	5
2942	7
2943	2
2944	1
2945	2
2946	3
2947	2
2948	2
2949	4
2950	2
2951	2
2952	7
2953	2
2954	5
2955	7
2956	6
2957	5
2958	1
2959	5
2960	1
2961	3
2962	1
2963	2
2964	6
2965	6
2966	5
2967	7
2968	2
2969	2
2970	6
2971	5
2972	4
2973	6
2974	5
2975	4
2976	7
2977	5
2978	2
2979	7
2980	5
2981	2
2982	3
2983	6
2984	5
2985	1
2986	6
2987	1
2988	1
2989	6
2990	2
2991	5
2992	6
2993	7
2994	5
